,Address,City,Status,State,Zip Code,lat,lng
1059,"2506, 280th St",Montrose,A,IA,52639,40.5516139,-91.42991699999999
1060,550 Wilson Ave SW,Cedar Rapids,A,IA,52404,41.9564008,-91.67665749999999
1061,"6301, SE 116th St",Runnells,A,IA,50237,41.522457,-93.35694099999999
1062,500 W Main St,Seymour,A,IA,52590,40.6812479,-93.1213597
1063,"2130, Court Ave",Chariton,A,IA,50049,41.0141165,-93.32649699999999
1064,"300, Kirkwood Ave",Iowa City,A,IA,52240,41.6496814,-91.531549
1065,"214, W Jefferson St",Corydon,A,IA,50060,40.7569425,-93.3200854
1066,"1500, 1st Ave NE",Cedar Rapids,A,IA,52402,41.9884784,-91.6522744
1067,721 Main St,Tabor,A,IA,51653,40.899376,-95.6716537
1068,"620, Meade Dr",North Liberty,A,IA,52317,41.7527826,-91.60824149999999
1069,214 MYRTLE ST,Davenport,A,IA,52802,41.5217411,-90.5894323
1070,"101, W Main St",Anthon,A,IA,51004,42.3887072,-95.8683805
1071,"500, North Ave",Norwalk,A,IA,50211,41.4749574,-93.68384449999999
1072,1006 W Pleasant St,Pleasantville,A,IA,50225,41.3930112,-93.27923709999999
1073,"1072, Cedar Cross Rd",Dubuque,A,IA,52003,42.478608,-90.70779499999999
1074,3105 Grand Prairie Pkwy,Waukee,A,IA,50263,41.57415520000001,-93.8526766
1075,600 W Main St,Anamosa,A,IA,52205,42.1084769,-91.2909281
1076,"606, N 15th St",Fort Dodge,A,IA,50501,42.51225360000001,-94.1782152
1077,4649 Hwy 13,Central City,A,IA,52214,42.1989957,-91.53183279999999
1078,"615, S Downey St",West Branch,A,IA,52358,41.6619421,-91.3462843
1079,"1450, Loras Blvd",Dubuque,A,IA,52001,42.500581,-90.68721099999999
1080,2303 Muscatine Ave,Iowa City,A,IA,52240,41.6493547,-91.50167259999999
1081,"1516, SE 1st St",Des Moines,A,IA,50315,41.5762297,-93.613806
1082,1132 HWY 69 SOUTH,Forest City,A,IA,50436,43.2482828,-93.6377566
1083,"1303, North Federal",Mason City,A,IA,50401,43.1637107,-93.2006818
1084,"119, Main St",North English,A,IA,52316,41.515681,-92.0760572
1085,"4200, Lewis Access Rd",Center Point,A,IA,52213,42.1817517,-91.77415549999999
1086,2933 1st Ave SE,Cedar Rapids,A,IA,52402,42.00705000000001,-91.6344932
1087,4100 University Ave,West Des Moines,A,IA,50266,41.5985218,-93.759709
1088,1304 Main St W,Sac City,A,IA,50583,42.4229248,-95.0001269
1089,"405, Madison Ave",Ottumwa,A,IA,52501,40.9991524,-92.41073039999999
1090,924 Locust St,Glenwood,A,IA,51534,41.03791469999999,-95.74656619999999
1091,"2881, Highway 61",Muscatine,A,IA,52761,41.474936,-90.99998
1092,"2307, Lucas Street",Muscatine,A,IA,52761,41.4230438,-91.07135389999999
1093,"950, West View Dr",Rock Valley,A,IA,51247,43.1992634,-96.3095963
1094,"309, Center Ave",Mitchellville,A,IA,50169,41.8780025,-93.097702
1095,12633 Resort Drive,Moravia,A,IA,52571,40.8699049,-92.91767349999999
1096,"188, Parkridge Rd",Atkins,A,IA,52206,41.9924259,-91.8627784
1097,"105, Main St",Alburnett,A,IA,52202,42.1483285,-91.6185065
1098,4901 86th St,Urbandale,A,IA,50322,41.6502311,-93.73537669999999
1099,"135, Madison Street",Winthrop,A,IA,50682,42.473294,-91.73251499999999
1100,414 Clark Street,Pella,A,IA,50219,41.391808,-92.911908
1101,101 Main St,Kingsley,A,IA,51028,42.587114,-95.9668086
1102,1200 W 18th St S,Newton,A,IA,50208,41.6880324,-93.07624770000001
1103,616 Halland Ave,Stanton,A,IA,51573,40.986256,-95.09921489999999
1104,"2715, Iowa Ave",Onawa,A,IA,51040,42.0262675,-96.1261306
1105,3020 Duff Ave,Ames,A,IA,50010,41.9954825,-93.60965209999999
1106,1920 Federal Ave S,Mason City,A,IA,50401,43.1331247,-93.20162359999999
1107,115 22nd St N,Fort Dodge,A,IA,50501,42.5079716,-94.167574
1108,1224 Federal Ave N,Mason City,A,IA,50401,43.1633819,-93.20162359999999
1109,1303 4th St SW,Mason City,A,IA,50401,43.1481771,-93.2215257
1110,411 13th Street,Humboldt,A,IA,50548,42.7156685,-94.2265101
1111,"108, College",Iowa City,A,IA,52240,41.6591045,-91.534202
1112,300 Central Ave W,Clarion,A,IA,50525,42.7314867,-93.735813
1113,1601 5th Ave,Fort Dodge,A,IA,50501,42.5007861,-94.17573469999999
1114,527 Park Ave,Story City,A,IA,50248,42.1867706,-93.5979874
1115,405 1st Ave E,Newton,A,IA,50206,41.6993253,-93.0493258
1116,"814, C Ave",Vinton,A,IA,52349,42.163117,-92.0275439
1117,"228, N Hwy 71",Arnolds Park,A,IA,51331,43.3706699,-95.1256002
1118,1976 Franklin St,Waterloo,A,IA,50703,42.494977,-92.3149602
1119,117 San Marnan Dr E,Waterloo,A,IA,50702,42.4582658,-92.3557225
1120,1102 2nd St,Webster City,A,IA,50595,42.469294,-93.8312821
1121,1803 Superior St,Webster City,A,IA,50595,42.4595817,-93.8163411
1122,"630, 6th Ave",DeWitt,A,IA,52742,41.8088967,-90.5379686
1123,"200, Green Street",Muscatine,A,IA,52761,41.413881,-91.05807
1124,534 Church St,Otumwa,A,IA,52501,41.0083537,-92.4194852
1125,2508 Court St N,Ottumwa,A,IA,52501,41.0521581,-92.4084824
1126,112 River Ave S,Belmond,A,IA,50421,42.8453698,-93.61720419999999
1127,108 Iowa Ave W,Marshalltown,A,IA,50158,42.0072828,-92.93614099999999
1128,3330 16th Avenue,Cedar Rapids,A,IA,52404,41.9641024,-91.7155416
1129,2175 Central Avenue,Dubuque,A,IA,52001,42.5127537,-90.67144909999999
1130,6005 Merle Hay Road,Johnston,A,IA,50131,41.66973249999999,-93.69632020000002
1131,4 4th Street SE,Hampton,A,IA,50441,42.7416961,-93.2020455
1132,1443 2nd Ave,Des Moines,A,IA,50314,41.6050913,-93.6193265
1133,107 Hwy 18 W,Algona,A,IA,50511,43.082792,-94.23640909999999
1134,132 N. Main,Paullina,A,IA,51046,42.9799492,-95.6874429
1135,103 Hwy 31,Washta,A,IA,51061,42.6285604,-95.64144449999999
1136,3134 Manawa Center Dr. # 9,Council Bluffs,A,IA,51501,41.2287223,-95.8479749
1137,113 Hwy 30 West,Toledo,A,IA,52342,41.986004,-92.580489
1138,1802 W 7th St,Davenport,A,IA,52802,41.5269503,-90.60134219999999
1139,606 13th St,Belle Plaine,A,IA,52208,41.89722260000001,-92.2793794
1140,212 West Wood St.,Avoca,A,IA,51521,41.4881432,-95.33830739999999
1141,320 2nd St,Gladbrook,A,IA,50635,42.1873646,-92.7160682
1142,120 E. Main St.,State Center,A,IA,50247,42.0165883,-93.1623186
1143,210 E. Maple St,Hubbard,A,IA,50122,42.3052755,-93.2982174
1144,215 W. Milwaukee Ave,Storm Lake,A,IA,50588,42.6478556,-95.2024888
1145,3540 W Broadway,Council Bluffs,A,IA,51501,41.2622737,-95.9035928
1146,122 Main St,Van Horne,A,IA,52346,42.0083353,-92.0913613
1147,2293 Hwy 30,Grand Mounds,A,IA,52751,41.8274243,-90.64672089999999
1148,124 West Tilden St.,Postville,A,IA,52162,43.0842763,-91.5691495
1149,301 E Michigan Ave,George,A,IA,51237,43.3433499,-95.9981353
1150,951 SE Gateway Dr.,Grimes,A,IA,50111,41.6807139,-93.77679239999999
1151,402 E Main,Anamosa,A,IA,52205,42.1085226,-91.28165589999999
1152,107 N Mill St,Lake Mills,A,IA,50450,43.4197074,-93.53524949999999
1153,1810 State Street,Bettendorf,A,IA,52722,41.5255885,-90.5068455
1154,4804 S Highway 61,Muscatine,A,IA,52761,41.3704986,-91.1290473
1155,119 N. Main St,Conrad,A,IA,50621,42.225178,-92.87497429999999
1156,395 Western Avenue,Marengo,A,IA,52301,41.7929969,-92.0747547
1157,5901 Mills Civic Pkwy #2000,West Des Moines,A,IA,50266,41.55991,-93.78755050000001
1158,235 Edgewood Rd NW,Cedar Rapids,A,IA,52405,41.97438349999999,-91.71555219999999
1159,1650 E Locust St,Carter Lake,A,IA,51510,41.2852168,-95.9103069
1160,403 Main St.,Coon Rapids,A,IA,50058,41.8712016,-94.67648369999999
1161,3731 Hamilton Blvd.,Sioux City,A,IA,51104,42.5352918,-96.4086509
1162,220 50th St,West Des Moines,A,IA,50265,41.5720948,-93.77161900000002
1163,990 Robins Square Dr.,Robins,A,IA,52328,42.0680167,-91.65343179999999
1164,680 Lindale Dr.,Marion,A,IA,52302,42.0340157,-91.62200920000001
1165,1203 5th St.,Sioux City,A,IA,51101,42.4957174,-96.39471789999999
1166,600 7th Ave,Tripoli,A,IA,50676,42.8030938,-92.2645995
1167,129 Center Street,Wall Lake,A,IA,51466,42.2713165,-95.09088369999999
1168,26701 Scott Park Rd.,Eldridge,A,IA,52748,41.6953249,-90.5483821
1169,1532 Ellis Blvd NW,Cedar Rapids,A,IA,52405,41.9885033,-91.68263669999999
1170,632 8th St. SE,Orange City,A,IA,51041,42.9968313,-96.0506716
1171,101 E IA Hwy 92,Bevington,A,IA,50033,41.3611122,-93.7898345
1172,8400 NICC Drive,Peosta,A,IA,52068,42.44425529999999,-90.8485522
1173,1610 Rockingham Rd,Davenport,A,IA,52802,41.52053739999999,-90.5995111
1174,624 Angular St.,Burlington,A,IA,52601,40.80257210000001,-91.1077632
1175,117 Iowa Ave,Dunlap,A,IA,51529,41.8545225,-95.602218
1176,2070 NW 100th St,Clive,A,IA,50325,41.6120639,-93.756216
1177,3594 Lafayette Road,Evansdale,A,IA,50707,42.4769599,-92.2882418
1178,402 N Main St,Clarksville,A,IA,50619,42.78738449999999,-92.6678045
1179,1908 Clark St,Charles City,A,IA,50616,43.0588332,-92.6620933
1180,215 W Main St.,Fredericksburg,A,IA,50630,42.9654247,-92.2019957
1181,816 1st St. West,Independence,A,IA,50644,42.4688632,-91.9036272
1182,802 S Riverview St,Bellevue,A,IA,52031,42.2527663,-90.4209107
1183,3715 State St.,Bettendorf,A,IA,52722,41.5287237,-90.48181749999999
1184,7 Goethe Street Ste. B,Guttenberg,A,IA,52052,42.7830374,-91.096206
1185,1021 East Main Street,Ottumwa,A,IA,52501,41.0106715,-92.4006108
1186,1907 Army Post Rd,Des Moines,A,IA,50315,41.5267661,-93.64158139999999
1187,201 S Main St.,Albion,A,IA,50005,42.1099709,-92.9903776
1188,102 North Main Street,Kanawha,A,IA,50447,42.93507690000001,-93.7931675
1189,2324 Transit Plaza,Sioux City,A,IA,51106,42.4765649,-96.37836589999999
1190,901 S Main St.,Monona,A,IA,52159,43.0419693,-91.3892504
1191,1419 1st Ave N,Altoona,A,IA,50009,41.6636531,-93.4638777
1192,101 8th St. N,Northwood,A,IA,50459,43.4453656,-93.22058160000002
1193,1308 1st Street,Perry,A,IA,50220,41.8409394,-94.1060368
1194,2704 Vine St.,West Des Moines,A,IA,50265,41.5799367,-93.7417832
1195,200 S Commercial Ave,Eagle Grove,A,IA,50533,42.6626838,-93.9041165
1196,2217 College,Cedar Falls,A,IA,50613,42.51718109999999,-92.4560807
1197,1119 Market St. Box 71,Gowrie,A,IA,50543,41.8780025,-93.097702
1198,617 Sycamore,Waterloo,A,IA,50703,42.498096,-92.33506709999999
1199,618 Rossville Road,Waukon,A,IA,52172,43.2621496,-91.47326849999999
1200,1460 2ND AVE,Des Moines,A,IA,50314,41.6056468,-93.62023669999999
1201,700 Superior Street,Webster City,A,IA,50595,42.4690415,-93.8153931
1202,818 Hwy 105,Northwood,A,IA,50459,43.4447352,-93.356017
1203,601 2nd Ave. S.W.,Cresco,A,IA,52136,43.3706026,-92.1255812
1204,800 Hamilton Blvd.,Sioux City,A,IA,51104,42.5042687,-96.4173033
1205,202 Hwy 18,ClearLake,A,IA,50428,43.1432967,-93.3883998
1206,1455 Grant Street South,Bondurant,A,IA,50035,41.68889619999999,-93.4627763
1207,1807 Old Stage Rd.,Decorah,A,IA,52101,43.2888586,-91.7539958
1208,1905 SE 37th Street,Grimes,A,IA,50111,41.6591814,-93.7740115
1209,301 E Trailridge Ave,Indianola,A,IA,50125,41.3842445,-93.55456029999999
1210,617 42nd Ave,Amana,A,IA,52203,41.8016019,-91.875113
1211,1203 N Walnut,Colfax,A,IA,50054,41.68717669999999,-93.2477301
1212,505 Hwy 65 S,Manly,A,IA,50456,43.2835781,-93.2101362
1213,425 S Gilbert Street,Iowa City,A,IA,52240,41.6561825,-91.53051029999999
1214,1026 W River Drive,Davenport,A,IA,52802,41.5203729,-90.5884969
1215,220 N Augusta Ave,Oxford,A,IA,52322,41.7245621,-91.790449
1216,2600 Holiday Rd,Coralville,A,IA,52241,41.6999372,-91.60730149999999
1217,2798 Commerce Dr.,Coralville,A,IA,52241,41.695458,-91.6104094
1218,602 S Highland,Williamsburg,A,IA,52361,41.660461,-92.00780809999999
1219,2790 7th Avenue,Marion,A,IA,50129,42.0336772,-91.5824083
1220,3500 Dodge St,Dubuque,A,IA,52001,42.4907476,-90.72213219999999
1221,Highway 65 South,Iowa Falls,A,IA,50126,42.50391,-93.2631471
1222,2351 W Locust,Davenport,A,IA,52804,41.5365404,-90.6122735
1223,2002 Spruce Hills Dr,Bettendorf,A,IA,52722,41.5507588,-90.50332619999999
1224,2420 Lincoln Way,Ames,A,IA,50014,42.0225329,-93.6496109
1225,601 E Main,Panora,A,IA,50216,41.6926232,-94.3574422
1226,3601 29th Ave SW,Cedar Rapids,A,IA,52404,41.9468218,-91.71830159999999
1227,2801 Commerce Dr,Coralville,A,IA,52241,41.6964816,-91.6123425
1228,158 South Elm,Avoca,A,IA,51521,41.4763148,-95.3396022
1229,219 Main St,Columbus Junction,A,IA,52738,41.2795764,-91.360243
1230,7205 Mills Civic Pkwy,West Des Moines,A,IA,50266,41.5623496,-93.8048949
1231,858 Middle Rd,Bettendorf,A,IA,52722,41.5402638,-90.5214029
1232,415 Industrial Ave,Grinnell,A,IA,50112,41.7219298,-92.7308613
1233,123 N Lawler St,Postville,A,IA,52162,43.08603960000001,-91.56805489999999
1234,268 8th Ave,Wellman,A,IA,52356,41.464992,-91.8375672
1235,1400 3rd Ave SE,Independence,A,IA,50644,42.455877,-91.8887098
1236,215 S Main St,Osceola,A,IA,50213,41.032345,-93.76469879999999
1237,29356 298th St,Neola,A,IA,51559,41.4388075,-95.61285769999999
1238,"2401, Main",Emmetsburg,A,IA,50536,43.11223589999999,-94.6820365
1239,15601 Hickman Rd,Clive,A,IA,50325,41.61549429999999,-93.8345207
1240,3140 SE 14th St,Des Moines,A,IA,50320,41.5560497,-93.5981185
1241,"303, College Dr",Decorah,A,IA,52101,43.3075261,-91.7973889
1242,200 Susan Lawrence Dr,Ida Grove,A,IA,51445,42.3502921,-95.4709553
1243,1300 Nicolaus St,Wilton,A,IA,52778,41.5896262,-91.03656749999999
1244,4960 E Broadway Ave,Des Moines,A,IA,50317,41.644742,-93.5148589
1245,"1115, Bluestem Dr",Carlisle,A,IA,50047,41.49885620000001,-93.5002664
1246,"1401, Buchanan St",Des Moines,A,IA,50316,41.5983601,-93.5992657
1247,1724 5th Ave S,Fort Dodge,A,IA,50501,42.5012939,-94.1738744
1248,"3221, Center Point Rd NE",Cedar Rapids,A,IA,52402,42.01127330000001,-91.6640563
1249,400 Market St,Audubon,A,IA,50025,41.7200792,-94.9333528
1250,708 2nd AVE SE,Cresco,A,IA,52136,43.3714666,-92.1065599
1251,"2320, 15th Street",Fort Dodge,A,IA,50501,42.5290677,-94.1787753
1252,"109, Locust St",Carter Lake,A,IA,51510,41.2849229,-95.9285673
1253,"535, Hill Street",Dubuque,A,IA,52001,42.4969044,-90.67437679999999
1254,110 South Main Street,Sigourney,A,IA,52591,41.3333013,-92.2054339
1255,118 South Main Street,Sigourney,A,IA,52591,41.3330739,-92.2060678
1256,977 198th Pl.,Pella,A,IA,50219,41.3812642,-92.9538458
1257,1001 Ave E,Hawarden,A,IA,51023,42.9971716,-96.48850550000002
1258,627 High St.,Rockwell City,A,IA,50579,42.398421,-94.6372463
1259,309 Main St.,Osage,A,IA,50461,43.28430849999999,-92.8180629
1260,703 South Rye Ave Ste A,Templeton,A,IA,51463,41.91312569999999,-94.9367539
1261,1402 S 12th Ave,Marshalltown,A,IA,50158,42.0316801,-92.89275119999999
1262,1995 SE University,Waukee,A,IA,50263,41.60046,-93.83416109999999
1263,318 E North St.,Truro,A,IA,50257,41.2096872,-93.84300669999999
1264,2810 Wills Ave,Perry,A,IA,50220,41.83876,-94.08106509999999
1265,1207 State Street,Tama,A,IA,52339,41.9709147,-92.57723419999999
1266,712 S Oak St,Inwood,A,IA,51240,43.30214220000001,-96.43047969999999
1267,1309 Lafayette St,Waterloo,A,IA,50703,42.49444740000001,-92.3269578
1268,114 N Center St.,Marshalltown,A,IA,50158,42.0516589,-92.9134019
1269,9001 6th Street SW,Cedar Rapids,A,IA,52404,41.8884851,-91.67459099999999
1270,5555 Edgewood Rd NE,Cedar Rapids,A,IA,52411,42.0340459,-91.701938
1271,1345 2nd Street South,Webster City,A,IA,50595,42.4698454,-93.83741189999999
1272,346 Plymouth St SW,Le Mars,A,IA,51031,42.79277640000001,-96.1718352
1273,114 Brick Street,Bondurant,A,IA,50035,41.690042,-93.46185799999999
1274,101 E Mt. Pleasant Street,West Burlington,A,IA,52655,40.8257222,-91.15626669999999
1275,"10 3rd St. NW, Ste B",Hartley,A,IA,51346,43.1850578,-95.4774125
1276,90 W. Kimberly Rd Ste 55-56,Davenport,A,IA,52806,41.5603535,-90.5725362
1277,228 N Main St.,Monticello,A,IA,52310,42.2400657,-91.1831167
1278,502 West Erie St.,Missouri Valley,A,IA,51555,41.55600769999999,-95.9006734
1279,300 East Main,Cherokee,A,IA,51012,42.7495835,-95.5472872
1280,1010 SE Oralabor Rd,Ankeny,A,IA,50021,41.7035513,-93.58202059999999
1281,2839 East University Ave.,Des Moines,A,IA,50317,41.6002224,-93.5618696
1282,11 N 3rd Ave,Marshalltown,A,IA,50158,42.0501604,-92.9077264
1283,1410 Willow Creek Dr.,Iowa City,A,IA,52246,41.641492,-91.55989459999999
1284,204 6th St,Corning,A,IA,50841,40.9880541,-94.7318951
1285,2411 2nd St Ste 4,Coralville,A,IA,52241,41.684101,-91.59929009999999
1286,502 E Ave NW,Cedar Rapids,A,IA,52405,41.9782629,-91.680188
1287,116 W Water St Ste D,Decorah,A,IA,52101,43.304404,-91.786675
1288,1911 Des Moines Ave,Burlington,A,IA,52601,40.828259,-91.108812
1289,74 Mill Street,Clermont,A,IA,52135,42.9969319,-91.65944739999999
1290,704 8th St SE,Orange City,A,IA,51041,42.9971639,-96.0497517
1291,202 4th St North,Rockwell,A,IA,50469,42.9863507,-93.18789059999999
1292,526 Main St,Ackley,A,IA,50601,42.5539329,-93.05503759999999
1293,319 Court St,Rockwell City,A,IA,50579,42.3943693,-94.6322024
1294,200 E Oak St,Red Oak,A,IA,51566,41.0164701,-95.2300118
1295,121 N Floyd Ave,Hinton,A,IA,51024,42.627632,-96.2922048
1296,130 41st Ave. Dr. SW,Cedar Rapids,A,IA,52404,41.9381267,-91.6562357
1297,618 Durant Street,Harlan,A,IA,51537,41.65707620000001,-95.3185215
1298,100 S. Front St.,Montezuma,A,IA,50171,41.5850088,-92.5268727
1299,615 2nd Ave,Sheldon,A,IA,51201,43.1841724,-95.8544871
1300,19203 Bunge Ave,Council Bluffs,A,IA,51503,41.14929430000001,-95.81962999999999
1301,109 E 1st St. # B,Grimes,A,IA,50111,41.6887643,-93.79379949999999
1302,2728 Center St.,Cedar Falls,A,IA,50613,42.561056,-92.456411
1303,1691 Asbury Rd,Dubuque,A,IA,52001,42.5005908,-90.6970635
1304,888 Vernon Valley Drive SE,Cedar Rapids,A,IA,52403,41.9766477,-91.55336059999999
1305,501 Front St.,Garwin,A,IA,50632,42.0933953,-92.6787154
1306,201 E. Washington St.,Mount Pleasant,A,IA,52641,40.9655392,-91.55163519999999
1307,1004 Main St.,Rock Valley,A,IA,51247,43.2001798,-96.294409
1308,101 Comerical Street,Raymond,A,IA,50667,42.4665188,-92.2194201
1309,1820 Avenue H,Fort Madison,A,IA,52627,40.6297151,-91.3310631
1310,200 1st Ave NE Ste 124,Cedar Rapids,A,IA,52401,41.9792233,-91.6687054
1311,2007 N 15th Street,Fort Dodge,A,IA,50501,42.526819,-94.177495
1312,401 College Dr.,Decorah,A,IA,52101,43.3088909,-91.7981692
1313,900 Main St.,Griswold,A,IA,51535,41.2346474,-95.13715800000001
1314,701 S Frederick Ave,Oelwein,A,IA,50662,42.6691361,-91.9131106
1315,801 E Charles St,Oelwein,A,IA,50662,42.6792275,-91.9023299
1316,213 Main St.,Doon,A,IA,51235,43.2794301,-96.23367359999999
1317,2024 5th Ave,Council Bluffs,A,IA,51501,41.2575387,-95.87490509999999
1318,4506 Lincoln Way,Ames,A,IA,50010,42.0225173,-93.6793613
1319,2424 SW 9th St #1,Des Moines,A,IA,50315,41.5639809,-93.62482779999999
1320,803 State St,Dexter,A,IA,50070,41.5183012,-94.22780879999999
1321,616 S. Main St.,Monticello,A,IA,52310,42.233312,-91.1860999
1322,211 Highway 18 E.,Algona,A,IA,50511,43.0827994,-94.2386466
1323,1510 A Isett Ave,Muscatine,A,IA,52761,41.52292449999999,-91.0579343
1324,1030 8th St,Boone,A,IA,50036,42.06348759999999,-93.87690529999999
1325,1119 River Forest Rd,Evansdale,A,IA,50707,42.4628236,-92.29724879999999
1326,2500 7th Ave,Marion,A,IA,52302,42.03355699999999,-91.585563
1327,154 Bennett Ave,Council Bluffs,A,IA,51503,41.2531341,-95.8206534
1328,3108 W Central Park Ave,Davenport,A,IA,52804,41.5457819,-90.62017589999999
1329,1430 1st Ave North,Altoona,A,IA,50009,41.663522,-93.465351
1330,620 W Tilden St,Postville,A,IA,52162,43.0841097,-91.5800515
1331,720 Richmond Ave,Ottumwa,A,IA,52501,41.0070308,-92.4325492
1332,2541 NW 66th Ave,Des Moines,A,IA,50313,41.68421559999999,-93.65257749999999
1333,208 Wapello St,Mediapolis,A,IA,52637,41.006669,-91.1696671
1334,1001 W Main St,Lake City,A,IA,51449,42.2668388,-94.7442031
1335,1205 & 1207 E Locust St,Davenport,A,IA,52803,41.5380029,-90.5575115
1336,117 N Kennedy Ave,Madrid,A,IA,50156,41.8776023,-93.81533240000002
1337,1602 W 1st St,Ankeny,A,IA,50023,41.7322969,-93.6220573
1338,1310 S Gilbert St,Iowa City,A,IA,52240,41.6461544,-91.53171929999999
1339,5050 Northland Ave NE,Cedar Rapids,A,IA,52402,42.0285758,-91.6320574
1340,710 Washburn Ave,Lamont,A,IA,50650,42.6005992,-91.64726669999999
1341,111 Wapello St N,Mediapolis,A,IA,52637,41.0085438,-91.17081089999999
1342,306 S Washington St,Remsen,A,IA,51050,42.8133036,-95.9737158
1343,716 S 4th St,Clinton,A,IA,52732,41.8382959,-90.1936637
1344,320 5th St,Hudson,A,IA,50643,42.4061577,-92.45496759999999
1345,315 S Gilbert St,Iowa City,A,IA,52240,41.6573101,-91.5303842
1346,315 Fletcher Ave,Waterloo,A,IA,50702,42.48909510000001,-92.36667059999999
1347,2100 JFK Rd,Dubuque,A,IA,52001,42.5084962,-90.7200999
1348,1701 Iowa Ave E,Marshalltown,A,IA,50158,42.0096911,-92.94212979999999
1349,111 Gaul Dr,Sergeant Bluff,A,IA,51054,42.3990039,-96.3525693
1350,1706 Jeffreys Dr,Osceola,A,IA,50213,41.0274115,-93.7892725
1351,801 E Platt,Maquoketa,A,IA,52060,42.0689258,-90.656666
1352,608 Madison,Bedford,A,IA,50833,40.6676558,-94.72185400000001
1353,501 N Brooks St,Lenox,A,IA,50851,40.8858539,-94.5659486
1354,1202 Sugar Grove Ave,Dallas Center,A,IA,50063,41.6880066,-93.9589118
1355,3104 1st Ave E,Newton,A,IA,50208,41.6992985,-93.0137586
1356,3612 Stange Rd,Ames,A,IA,50010,42.0566419,-93.6442304
1357,1107 13th Ave N,Clinton,A,IA,52732,41.8590229,-90.2118299
1358,321 Locust St NW,Blairstown,A,IA,52209,41.9095071,-92.0848686
1359,2125 College St #D,Cedar Falls,A,IA,50613,41.9778795,-91.6656232
1360,209 E LeClaire Rd,Eldridge,A,IA,52748,41.654342,-90.58145809999999
1361,1545 1st Ave SE,Cedar Rapids,A,IA,52402,41.9887952,-91.6506655
1362,234 W 3rd St,Davenport,A,IA,52801,41.5225362,-90.5765777
1363,708 Main,Griswold,A,IA,51535,41.2344546,-95.1394692
1364,1225 Fountains Way,Cedar Falls,A,IA,50613,42.498306,-92.46068000000001
1365,306 Washington,Story City,A,IA,50248,42.18543810000001,-93.5998987
1366,1761 Independence Ave,Waterloo,A,IA,50707,42.4985984,-92.3025615
1367,814 E Main St,Rockford,A,IA,50468,43.0526122,-92.9358176
1368,201 N Locust,Winfield,A,IA,52659,41.129954,-91.4385186
1369,701 Ellis Blvd NW,Cedar Rapids,A,IA,52405,41.97934310000001,-91.6817635
1370,1495 Blairs Ferry Rd NE,Cedar Rapids,A,IA,52402,42.0348016,-91.657795
1371,588 Boyson Rd NE #110,Cedar Rapids,A,IA,52402,42.0473903,-91.641609
1372,1201 1st Ave SE,Cedar Rapids,A,IA,52402,41.9848018,-91.6574054
1373,975 S 11th St,Marion,A,IA,52302,42.0208615,-91.5978564
1374,340 Marion Blvd,Marion,A,IA,52302,42.030328,-91.61392099999999
1375,13410 IA Hwy 78,Wapello,A,IA,52653,41.0883554,-91.1849199
1376,609 S Main St,Charles City,A,IA,50616,43.0610017,-92.6828956
1377,136 Lincoln Hwy,Nevada,A,IA,50201,42.0223883,-93.4580282
1378,201 E Maple,Roland,A,IA,50236,42.166637,-93.50008
1379,710 Hwy 61 N,Wapello,A,IA,52653,41.1857045,-91.19557619999999
1380,1310 A Ave West,Oskaloosa,A,IA,52577,41.2958857,-92.6595907
1381,145 University Ave,Des Moines,A,IA,50314,41.6006447,-93.6192748
1382,105 1st Ave SE,Oelwein,A,IA,50662,42.6767072,-91.9114146
1383,604 W 2nd,Ida Grove,A,IA,51445,42.3452576,-95.4729203
1384,1005 S County Line Rd,Toledo,A,IA,52342,41.9841371,-92.5803813
1385,"1101, Jefferson St",Denver,A,IA,50622,42.6612939,-92.33615689999999
1386,300 East St,Arlington,A,IA,50606,42.74523809999999,-91.66620499999999
1387,1424 E Euclid Ave,Des Moines,A,IA,50313,41.6282003,-93.5992855
1388,509 Main St,Pella,A,IA,50219,41.4034876,-92.91684699999999
1389,412 Garfield St,Rolfe,A,IA,50581,42.8144888,-94.52816419999999
1390,2102 Lafayette St,Waterloo,A,IA,50703,42.4895799,-92.314174
1391,721 Central Ave W,Hampton,A,IA,50441,42.7420129,-93.21696999999999
1392,1691 W 53rd St,Davenport,A,IA,52806,41.57391610000001,-90.5999673
1393,4021 Fleur Dr,Des Moines,A,IA,50321,41.5469804,-93.6455216
1394,229 N 13th St,Marshalltown,A,IA,50158,42.052296,-92.9344601
1395,1101 Main St,Manson,A,IA,50563,42.5304721,-94.5338388
1396,2177 M Ave,Williamsburg,A,IA,52361,41.6927378,-92.0660615
1397,585 Hwy 965 Ste D & E,North Liberty,A,IA,52317,41.7381548,-91.6084764
1398,235 Ave O,Fort Dodge,A,IA,50501,42.4430814,-94.1307284
1399,2206 2nd Ave N,Fort Dodge,A,IA,50501,42.50878,-94.1674024
1400,709 Grandview Ave,Muscatine,A,IA,52761,41.409107,-91.06375899999999
1401,500 E Main St,Anamosa,A,IA,52205,42.1085003,-91.280189
1402,1752 Hwy 64 E,Anamosa,A,IA,52205,42.1035908,-91.26311749999999
1403,1290 S Dubuque St,North Liberty,A,IA,52317,41.7341827,-91.57634329999999
1404,821 Albia Rd Ste B,Ottumwa,A,IA,52501,41.00826139999999,-92.4328008
1405,80 South St,Akron,A,IA,51001,42.822923,-96.5629672
